id,to_Word_id,Position,Value,Gloss,Part_of_Speech
79472,39981,2,-ey,-DUB,-suf
79473,39982,1,"neła",DEM1.IISG.OBL,pron
79474,39982,2,-r,-LAT,-nsuf
79475,39983,1,ela,we(II-IV).OBL,pron
79476,39983,2,-q,-POSS.ESS,-nsuf
79477,39984,1,"žukłi",evil,n4
79478,39985,1,r-,IV-,pref-
79479,39985,2,oq,happen,v
79480,39985,3,-an,-FUT.DEF,-vsuf
79481,39985,4,"-ƛin",-QUOT,-suf
79482,39986,1,"hemeła",DEM4.IISG.OBL,pron
79483,39987,1,qu,day,n4
79484,39987,2,"-ł",-CONT.ESS,-nsuf
79485,39987,3,-tow,-EMPH,-suf
79486,39988,1,"žeda",DEM1.IIPL.OBL,pron
79487,39988,2,-a,-ERG,-nsuf
79488,39989,1,pikru,idea,n3
79489,39990,1,b-,III-,pref-
79490,39990,2,odi,do,v
79491,39990,3,-n,-PST.UNW,-vsuf
79492,39991,1,"yaqˤuł",today,adv
79493,39992,1,ela,we(II-IV).OBL,pron
79494,39992,2,-s,-GEN1,-nsuf
79495,39993,1,esyu,sister,n2
79496,39993,2,-a,-ERG,-nsuf
79497,39994,1,xexbi,children,n3pl
79498,39995,1,r-,III.PL-,pref-
79499,39995,2,odi,do,v
79500,39995,3,-a,-INF,-vsuf
79501,39996,1,r-,III.PL-,pref-
79502,39996,2,ay,must,v
79503,39996,3,-xosi,-PRS.PRT,-vsuf
79504,39997,1,anu,be.NEG,v
79505,39997,2,-a,-Q,-suf
79506,39997,3,"-ƛin",-QUOT,-suf
79507,39998,1,ele,there,adv
79508,39998,2,-ay,-IN.ABL,-nsuf
79509,39999,1,r-,II.PL-,pref-
79510,39999,2,izi,get.up,v
79511,39999,3,-n,-PFV.CVB,-vsuf
79512,40000,1,yizi,DEM2.IPL,pron
79513,40001,1,sida,one.OBL,num
79514,40002,1,"siħiraw",cunning,adj
79515,40002,2,-ni,-DEF,-suf
79516,40003,1,"q’orolay",widow,n2
79517,40003,2,"-däɣor",-APUD.VERS,-nsuf
79518,40004,1,r-,II.PL-,pref-
79519,40004,2,"ik’i",go,v
79520,40004,3,-n,-PST.UNW,-vsuf
79521,40005,1,y-,II-,pref-
79522,40005,2,"eɣe",young,adj
79523,40005,3,-ni,-DEF,-suf
79524,40006,1,esiw,sister,n2
79525,40006,2,-de,-APUD.ESS,-nsuf
79526,40007,1,"puħo",next.to,post
79527,40007,2,-ay,-IN.ABL,-nsuf
79528,40008,1,xexbi,children,n3pl
79529,40009,1,r-,III.PL-,pref-
79530,40009,2,"ok’ek’",steal,v
79531,40009,3,-ani,-MSD,-deriv
79532,40009,4,-x,-AD.ESS,-nsuf
79533,40010,1,sis,one,num
79534,40011,1,"ħilla",trickery,n3
79535,40012,1,"urɣizi",thinking,comp
79536,40013,1,b-,III-,pref-
79537,40013,2,odi,do,v
79538,40013,3,-o,-IMPR,-vsuf
79539,40013,4,"-ƛin",-QUOT,-suf
79540,40014,1,"ža",DEM1.SG,pron
79541,40015,1,"q’orolay",widow,n2
79542,40016,1,xan,khan,n1
79543,40016,2,-z,-GEN2,-nsuf
79544,40017,1,"ɣˤutku",house,n4
79545,40017,2,-z,-GEN2,-nsuf
79546,40018,1,ma,gate,n2
79547,40018,2,-xor,-AD.LAT,-nsuf
79548,40019,1,y-,II-,pref-
79549,40019,2,"ik’i",go,v
79550,40019,3,-n,-PST.UNW,-vsuf
79551,40020,1,"č’uħaraw",gorgeous,adj
79552,40021,1,"šeƛ’u",clothing,n4
79553,40021,2,-n,-and,-suf
79554,40022,1,"šeƛ’u",put.on,v
79555,40022,2,-n,-PFV.CVB,-vsuf
79556,40023,1,idu,home,adv
79557,40023,2,-bi,-PL,-nsuf
79558,40023,3,-a,-IN.ESS,-nsuf
79559,40024,1,ma,outside,n2
79560,40024,2,-bi,-PL,-nsuf
79561,40024,3,-x,-AD.ESS,-nsuf
79562,40025,1,"aħna-ik’i",walk.for.a.while,v
79563,40025,2,-x,-IPFV.CVB,-vsuf
79564,40026,1,"yoł",be,v
79565,40026,2,"-ƛax",-QUOT,-suf
79566,40027,1,xan,khan,n1
79567,40028,1,"yiła",DEM2.IISG.OBL,pron
79568,40028,2,-a,-ERG,-nsuf
79569,40029,1,esir,ask,v
79570,40029,2,-n,-PST.UNW,-vsuf
79571,40030,1,"yaqˤuł",today,adv
79572,40031,1,mi,you,pron
79573,40031,2,-z,-GEN2,-nsuf
79574,40032,1,baru,wife,n2
79575,40032,2,-a,-ERG,-nsuf
79576,40033,1,xexbi,children,n3pl
79577,40033,2,-a,-Q,-suf
79578,40034,1,r-,III.PL-,pref-
79579,40034,2,odi,do,v
79580,40034,3,-x,-IPFV.CVB,-vsuf
79581,40034,4,-si,-ATTR,-suf
79582,40035,1,"yoł",be,v
79583,40035,2,"-ƛin",-QUOT,-suf
79584,40036,1,sosi,at.first,adv
79585,40036,2,-si,-ATTR,-suf
79586,40037,1,xan,khan,n1
79587,40038,1,r-,III.PL-,pref-
79588,40038,2,odi,do,v
79589,40038,3,-x,-IPFV.CVB,-vsuf
79590,40038,4,-si,-ATTR,-suf
79591,40039,1,anu,be.NEG,v
79592,40039,2,"-ƛin",-QUOT,-suf
79593,40040,1,"iči",be,v
79594,40040,2,-asi,-RES.PRT,-vsuf
79595,40041,1,zow,be.NPRS,v
79596,40041,2,-n,-PFV.CVB,-vsuf
79597,40042,1,y-,II-,pref-
79598,40042,2,ig,much,adv
79599,40042,3,-tow,-EMPH,-suf
79600,40043,1,"q’orolay",widow,n2
79601,40044,1,"ƛ’iri",above,adv
79602,40045,1,y-,II-,pref-
79603,40045,2,uti,turn,v
79604,40045,3,"-zaƛ’",-CSL.CVB,-vsuf
79605,40046,1,xan,khan,n1
79606,40046,2,-a,-ERG,-nsuf
79607,40047,1,esi,tell,v
79608,40047,2,-n,-PST.UNW,-vsuf
79609,40048,1,xizyo,afterwards,adv
79610,40049,1,"yiła",DEM2.IISG.OBL,pron
79611,40049,2,-a,-ERG,-nsuf
79612,40050,1,yisi,DEM2.ISG.OBL,pron
79613,40050,2,-qor,-POSS.LAT,-nsuf
79614,40051,1,"eƛi",say,v
79615,40051,2,-n,-PST.UNW,-vsuf
79616,40052,1,di,me,pron
79617,40052,2,-q,-POSS.ESS,-nsuf
79618,40052,3,-kin,-even,-suf
79619,40053,1,"šida",why,pron
79620,40054,1,mi,you,pron
79621,40055,1,esi,tell,v
79622,40055,2,"-č’u",-NEG.PST.WIT,-vsuf
79623,40056,1,xexbi,children,n3pl
79624,40057,1,r-,III.PL-,pref-
79625,40057,2,odi,do,v
79626,40057,3,-x,-IPFV.CVB,-vsuf
79627,40057,4,-si,-ATTR,-suf
79628,40058,1,"ɣˤanabi",woman,n2
79629,40059,1,nedur,so,adv
79630,40060,1,sisxoli,alone,adv
79631,40061,1,xeci,leave,v
79632,40061,2,-a,-INF,-vsuf
79633,40062,1,y-,II-,pref-
79634,40062,2,ay,must,v
79635,40062,3,-x,-IPFV.CVB,-vsuf
79636,40062,4,-si,-ATTR,-suf
79637,40063,1,anu,be.NEG,v
79638,40064,1,ya,either,conj
79639,40065,1,y-,II-,pref-
79640,40065,2,exu,die,v
79641,40065,3,-n,-PFV.CVB,-vsuf
79642,40066,1,y-,II-,pref-
79643,40066,2,esu,exist,v
79644,40067,1,"ža",DEM1.SG,pron
79645,40068,1,ya,either,conj
79646,40069,1,"č’agu",alive,adv
79647,40070,1,y-,II-,pref-
79648,40070,2,esu,exist,v
79649,40070,3,"-ƛin",-QUOT,-suf
79650,40071,1,xan,khan,n1
79651,40071,2,-qor,-POSS.LAT,-nsuf
79652,40071,3,-n,-TOP,-suf
79653,40072,1,"eƛi",say,v
79654,40072,2,-n,-PFV.CVB,-vsuf
79655,40073,1,yedu,DEM2.IISG,pron
79656,40074,1,r-,IV-,pref-
79657,40074,2,"eže",old,adj
79658,40074,3,"-t’a",-DISTR,-suf
79659,40074,4,-ni,-DEF,-suf
79660,40075,1,esyu,sister,n2
79661,40075,2,-bi,-PL,-nsuf
79662,40075,3,"-däɣor",-APUD.VERS,-nsuf
79663,40076,1,y-,II-,pref-
79664,40076,2,"ik’i",go,v
79665,40076,3,-n,-PFV.CVB,-vsuf
79666,40077,1,xan,khan,n1
79667,40077,2,-s,-GEN1,-nsuf
79668,40077,3,-n,-and,-suf
79669,40078,1,"yiła",DEM2.IISG.OBL,pron
79670,40078,2,-s,-GEN1,-nsuf
79671,40078,3,-n,-and,-suf
79672,40079,1,b-,III-,pref-
79673,40079,2,oq,happen,v
79674,40079,3,-ru,-PST.PRT,-vsuf
79675,40080,1,xabar,story,n3
79676,40080,2,"-łay",-CONT.ABL,-nsuf
79677,40081,1,esi,tell,v
79678,40081,2,-ani,-MSD,-deriv
79679,40081,3,-x,-AD.ESS,-nsuf
79680,40082,1,sis,one,num
79681,40083,1,"k’uci",puppy,n3
79682,40083,2,-n,-and,-suf
79683,40084,1,"k’et’u",cat,n3
79684,40084,2,-s,-GEN1,-nsuf
79685,40085,1,xexoy,young.animal,n3
79686,40085,2,-n,-and,-suf
79687,40086,1,"ału",skirt,n3
79688,40086,2,-x,-AD.ESS,-nsuf
79689,40087,1,r-,III.PL-,pref-
79690,40087,2,"uqˤi",hide,v
79691,40087,3,-n,-PFV.CVB,-vsuf
79692,40088,1,"žedu",DEM1.IIPL,pron
79693,40088,2,-n,-and,-suf
79694,40089,1,r-,III.PL-,pref-
79695,40089,2,"iži",carry,v
79696,40089,3,-n,-PFV.CVB,-vsuf
79697,40090,1,"q’orolay",widow,n2
79698,40091,1,xan,khan,n1
79699,40091,2,-z,-GEN2,-nsuf
79700,40092,1,baru,wife,n2
79701,40092,2,"-däɣor",-APUD.VERS,-nsuf
79702,40093,1,y-,II-,pref-
79703,40093,2,"ik’i",go,v
79704,40093,3,-n,-PST.UNW,-vsuf
79705,40094,1,"neła",DEM1.IISG.OBL,pron
79706,40094,2,-a,-ERG,-nsuf
79707,40095,1,kid,daughter,n2
79708,40095,2,-n,-and,-suf
79709,40096,1,"uži",son,n1
79710,40096,2,-n,-and,-suf
79711,40097,1,r-,III.PL-,pref-
79712,40097,2,odi,do,v
79713,40097,3,-asi,-RES.PRT,-vsuf
79714,40098,1,r-,II.PL-,pref-
79715,40098,2,esu,exist,v
79716,40098,3,-n,-PST.UNW,-vsuf
79717,40099,1,"neła",DEM1.IISG.OBL,pron
79718,40099,2,-day,-APUD.ABL,-nsuf
79719,40100,1,xexbi,children,n3pl
79720,40100,2,-n,-TOP,-suf
79721,40101,1,r-,III.PL-,pref-
79722,40101,2,"iži",take.out,v
79723,40101,3,-n,-PFV.CVB,-vsuf
79724,40102,1,"k’uci",puppy,n3
79725,40102,2,-n,-and,-suf
79726,40103,1,"k’et’u",cat,n3
79727,40103,2,-s,-GEN1,-nsuf
79728,40104,1,xexoy,young.animal,n3
79729,40104,2,-bi,-PL,-nsuf
79730,40104,3,-n,-and,-suf
79731,40105,1,"neła",DEM1.IISG.OBL,pron
79732,40105,2,-der,-APUD.LAT,-nsuf
79733,40106,1,kur,spread.out,v
79734,40106,2,-n,-PST.UNW,-vsuf
79735,40107,1,"žedu",DEM1.IIPL,pron
79736,40108,1,"q’ˤano",two,num
79737,40108,2,-n,-TOP,-suf
79738,40109,1,xexbi,children,n3pl
79739,40109,2,-n,-TOP,-suf
79740,40110,1,r-,III.PL-,pref-
79741,40110,2,"iži",carry,v
79742,40110,3,-n,-PFV.CVB,-vsuf
79743,40111,1,"q’orolay",widow,n2
79744,40112,1,duri,run,n3
79745,40113,1,b-,III-,pref-
79746,40113,2,"iži",carry,v
79747,40113,3,-n,-PFV.CVB,-vsuf
79748,40114,1,r-,IV-,pref-
79749,40114,2,"eže",old,adj
79750,40114,3,"-t’a",-DISTR,-suf
79751,40114,4,-ni,-DEF,-suf
79752,40115,1,esyu,sister,n2
79753,40115,2,-bi,-PL,-nsuf
79754,40115,3,"-däɣor",-APUD.VERS,-nsuf
79755,40116,1,y-,II-,pref-
79756,40116,2,"ik’i",go,v
79757,40116,3,-n,-PST.UNW,-vsuf
79758,40117,1,"žeda",DEM1.IIPL.OBL,pron
79759,40118,1,"q’orol",widow,n2
79760,40118,2,-q,-POSS.ESS,-nsuf
79761,40119,1,harizi,request,comp
79762,40120,1,r-,IV-,pref-
79763,40120,2,odi,do,v
79764,40120,3,-n,-PST.UNW,-vsuf
79765,40121,1,yizi,DEM2.IPL,pron
79766,40122,1,xexbi,children,n3pl
79767,40123,1,mi,you,pron
79768,40124,1,kiki,feed,v
79769,40124,2,-o,-IMPR,-vsuf
79770,40124,3,"-ƛin",-QUOT,-suf
79771,40125,1,kud,cradle,n3
79772,40125,2,-a,-IN.ESS,-nsuf
79773,40126,1,"teł",inside,post
79774,40126,2,-n,-TOP,-suf
79775,40127,1,b-,I.PL-,pref-
79776,40127,2,"ičir",hand.over,v
79777,40127,3,-n,-PFV.CVB,-vsuf
79778,40128,1,"q’orol",widowed,adj
79779,40128,2,-a,-ERG,-nsuf
79780,40129,1,"žedu",DEM1.IIPL,pron
79781,40130,1,kiki,feed,v
79782,40130,2,-x,-IPFV.CVB,-vsuf
79783,40131,1,zow,be.NPRS,v
79784,40131,2,-n,-PST.UNW,-vsuf
79785,40132,1,xan,khan,n1
79786,40132,2,-z,-GEN2,-nsuf
79787,40133,1,baru,wife,n2
79788,40133,2,-s,-GEN1,-nsuf
79789,40134,1,naysinan,everywhere,adv
79790,40135,1,ci,name,n3
79791,40136,1,r-,IV-,pref-
79792,40136,2,"ik’i",go,v
79793,40136,3,-n,-PST.UNW,-vsuf
79794,40136,4,"-ƛax",-QUOT,-suf
79795,40137,1,"ɣˤʷay",dog,n3
79796,40137,2,-s,-GEN1,-nsuf
79797,40138,1,"k’uci",puppy,n3
79798,40138,2,-n,-and,-suf
79799,40139,1,"k’et’u",cat,n3
79800,40139,2,-s,-GEN1,-nsuf
79801,40140,1,xexoy,young.animal,n3
79802,40140,2,-n,-and,-suf
79803,40141,1,"neła",DEM1.IISG.OBL,pron
79804,40141,2,-a,-ERG,-nsuf
79805,40142,1,"ƛuƛi",give.birth,v
79806,40142,2,-n,-PFV.CVB,-vsuf
79807,40143,1,r-,III.PL-,pref-
79808,40143,2,odi,do,v
79809,40143,3,-n,-PST.UNW,-vsuf
79810,40143,4,"-ƛin",-QUOT,-suf
79811,40144,1,gani,bull-calf,n3
79812,40144,2,-z,-GEN2,-nsuf
79813,40145,1,"ħoši",hide,n4
79814,40145,2,-q,-POSS.ESS,-nsuf
79815,40145,3,-n,-TOP,-suf
79816,40146,1,y-,II-,pref-
79817,40146,2,utir,turn,v
79818,40146,3,-n,-PFV.CVB,-vsuf
79819,40147,1,xan,khan,n1
79820,40147,2,-a,-ERG,-nsuf
79821,40148,1,yedu,DEM2.IISG,pron
79822,40149,1,"ɣˤutku",house,n4
79823,40149,2,"-ł",-CONT.ESS,-nsuf
79824,40150,1,"adäza",before,post
79825,40151,1,im,pole,n3
79826,40151,2,-qor,-POSS.LAT,-nsuf
79827,40152,1,y-,II-,pref-
79828,40152,2,ici,tie,v
79829,40152,3,-n,-PST.UNW,-vsuf
79830,40153,1,"puħo",next.to,post
79831,40153,2,-aza,-IN.VERS.DIST,-nsuf
79832,40154,1,"ik’i-ik’i",walk,v
79833,40155,1,"žek’u",man,n1
79834,40155,2,-a,-ERG,-nsuf
79835,40156,1,nocu,saliva,n2
79836,40157,1,"caƛi",throw,v
79837,40157,2,-ani,-MSD,-deriv
79838,40157,3,"-ƛay",-SUB.ABL,-nsuf
79839,40158,1,sida,one.OBL,num
79840,40159,1,qu,day,n4
79841,40159,2,"-ł",-CONT.ESS,-nsuf
79842,40160,1,"neširu",evening,adv
79843,40161,1,"aħna-ik’i",walk.for.a.while,v
79844,40161,2,-ani,-MSD,-deriv
79845,40161,3,-x,-AD.ESS,-nsuf
79846,40162,1,"maħor",outside,adv
79847,40163,1,oq,become,v
79848,40163,2,-nosi,-ANT.CVB,-vsuf
79849,40164,1,r-,IV-,pref-
79850,40164,2,"eɣe",small,adj
79851,40164,3,-ni,-DEF,-suf
79852,40165,1,"xaliča",mat,n4
79853,40165,2,-n,-and,-suf
79854,40166,1,b-,III-,pref-
79855,40166,2,"eɣe",small,adj
79856,40166,3,-ni,-DEF,-suf
79857,40166,4,-gon,-CNTR,-suf
79858,40167,1,magalu,bread,n3
79859,40167,2,-n,-and,-suf
79860,40168,1,b-,III-,pref-
79861,40168,2,iqi,get,v
79862,40168,3,-ru,-PST.PRT,-vsuf
79863,40168,4,-ni,-DEF,-suf
79864,40169,1,xan,khan,n1
79865,40169,2,-z,-GEN2,-nsuf
79866,40170,1,nukar,henchman,n1
79867,40170,2,-r,-LAT,-nsuf
79868,40171,1,"q’orol",widow,n2
79869,40171,2,-z,-GEN2,-nsuf
79870,40172,1,idu,home,adv
79871,40172,2,-azay,-IN.ABL.DIST,-nsuf
79872,40173,1,b-,I.PL-,pref-
79873,40173,2,"eɣe",young,adj
79874,40174,1,xexbi,children,n1pl
79875,40174,2,-s,-GEN1,-nsuf
79876,40175,1,guru,crying,n3
79877,40176,1,teq,hear,v
79878,40176,2,-n,-PST.UNW,-vsuf
79879,40177,1,"q’ar",early,adv
79880,40177,2,"-ƛ’",-SUPER.ESS,-nsuf
79881,40177,3,-tow,-EMPH,-suf
79882,40178,1,izi,get.up,v
79883,40178,2,-n,-PFV.CVB,-vsuf
79884,40179,1,"ik’i",go,v
79885,40179,2,-n,-PFV.CVB,-vsuf
79886,40180,1,yisi,DEM2.ISG.OBL,pron
79887,40180,2,-a,-ERG,-nsuf
79888,40181,1,xan,khan,n1
79889,40181,2,-q,-POSS.ESS,-nsuf
79890,40182,1,esi,tell,v
79891,40182,2,-n,-PST.UNW,-vsuf
79892,40183,1,"neširu",evening,adv
79893,40184,1,"q’orol",widow,n2
79894,40184,2,-z,-GEN2,-nsuf
79895,40185,1,idu,home,adv
79896,40185,2,-ay,-IN.ABL,-nsuf
79897,40186,1,hemedur,so,adv
79898,40187,1,b-,I.PL-,pref-
79899,40187,2,"eɣe",young,adj
79900,40188,1,xexbi,children,n1pl
79901,40188,2,-s,-GEN1,-nsuf
79902,40189,1,di,me,pron
79903,40189,2,-r,-LAT,-nsuf
79904,40190,1,guru,crying,n3
79905,40191,1,teq,hear,v
79906,40191,2,-s,-PST.WIT,-vsuf
79907,40192,1,"žedu",DEM1.IPL,pron
79908,40193,1,xexbi,children,n1pl
79909,40194,1,mi,you,pron
79910,40194,2,-s,-GEN1,-nsuf
79911,40194,3,-kin,-even,-suf
79912,40195,1,b-,I.PL-,pref-
79913,40195,2,esu,appear,v
79914,40195,3,"-ač’in",-NEG.FUT.DEF,-vsuf
79915,40195,4,-ey,-DUB,-suf
79916,40195,5,"-ƛin",-QUOT,-suf
79917,40196,1,"ʕaƛ",village,n3
79918,40196,2,-z,-GEN2,-nsuf
79919,40197,1,"ɣˤanabi",woman,n2
79920,40197,2,-a,-ERG,-nsuf
79921,40198,1,nediw,such,pron
79922,40199,1,"šebin",thing,n4
79923,40200,1,r-,IV-,pref-
79924,40200,2,odi,do,v
79925,40200,3,"-č’i",-NEG.FUT,-vsuf
79926,40200,4,"-ƛin",-QUOT,-suf
79927,40201,1,"eƛi",say,v
79928,40201,2,-n,-PST.UNW,-vsuf
79929,40202,1,xan,khan,n1
79930,40202,2,-a,-ERG,-nsuf
79931,40203,1,hudu,then,excl
79932,40204,1,xexbi,children,n1pl
79933,40205,1,anu,be.NEG,v
79934,40205,2,-ru,-PST.PRT,-vsuf
79935,40206,1,"ɣˤanabi",woman,n2
79936,40206,2,-z,-GEN2,-nsuf
79937,40207,1,idu,home,adv
79938,40207,2,-ay,-IN.ABL,-nsuf
79939,40208,1,guru,crying,n3
79940,40209,1,"šida",why,pron
79941,40210,1,teq,hear,v
79942,40210,2,-a,-INF,-vsuf
79943,40211,1,b-,III-,pref-
79944,40211,2,ay,must,v
79945,40211,3,-x,-PRS,-vsuf
79946,40211,4,"-ƛin",-QUOT,-suf
79947,40212,1,nukar,henchman,n1
79948,40212,2,-a,-ERG,-nsuf
79949,40213,1,"eƛi",say,v
79950,40213,2,-n,-PST.UNW,-vsuf
79951,40214,1,wallah,wallah,excl
79952,40215,1,"bužzi",believe,comp
79953,40216,1,b-,I.PL-,pref-
79954,40216,2,oq,become,v
79955,40216,3,-ani,-MSD,-deriv
79956,40216,4,-x,-AD.ESS,-nsuf
79957,40217,1,"zaħmataw",difficult,adj
79958,40218,1,"šebin",thing,n4
79959,40219,1,"yoł",be,v
79960,40219,2,"-ƛin",-QUOT,-suf
79961,40220,1,yizi,DEM2.IPL.OBL,pron
79962,40220,2,-s,-GEN1,-nsuf
79963,40221,1,b-,III-,pref-
79964,40221,2,oq,happen,v
79965,40221,3,-ru,-PST.PRT,-vsuf
79966,40222,1,xabar,story,n3
79967,40222,2,-n,-TOP,-suf
79968,40223,1,teqer,listen.to,v
79969,40223,2,-n,-PFV.CVB,-vsuf
79970,40224,1,"q’ˤano",two,num
79971,40224,2,-n,-TOP,-suf
79972,40225,1,xan,khan,n1
79973,40225,2,-s,-GEN1,-nsuf
79974,40226,1,nukar,henchman,n1
79975,40226,2,-bi,-PL,-nsuf
79976,40227,1,-,-,-
79977,40228,1,r-,II.PL-,pref-
79978,40228,2,"eže",old,adj
79979,40228,3,"-t’a",-DISTR,-suf
79980,40228,4,-ni,-DEF,-suf
79981,40229,1,xan,khan,n1
79982,40229,2,-s,-GEN1,-nsuf
79983,40230,1,esyu,sister,n2
79984,40230,2,-bi,-PL,-nsuf
79985,40231,1,-,-,-
79986,40232,1,b-,III-,pref-
79987,40232,2,"iči",be,v
79988,40232,3,-asi,-RES.PRT,-vsuf
79989,40233,1,zow,be.NPRS,v
79990,40233,2,-n,-PST.UNW,-vsuf
79991,40234,1,b-,I.PL-,pref-
79992,40234,2,"ik’i",go,v
79993,40234,3,-n,-PFV.CVB,-vsuf
79994,40235,1,yizi,DEM2.IPL.OBL,pron
79995,40235,2,-a,-ERG,-nsuf
79996,40236,1,xan,khan,n1
79997,40236,2,-s,-GEN1,-nsuf
79998,40236,3,-n,-and,-suf
79999,40237,1,nesi,DEM1.ISG.OBL,pron
80000,40238,1,nukar,henchman,n1
80001,40238,2,-s,-GEN1,-nsuf
80002,40238,3,-n,-and,-suf
80003,40239,1,b-,III-,pref-
80004,40239,2,oq,happen,v
80005,40239,3,-ru,-PST.PRT,-vsuf
80006,40240,1,xabar,story,n3
80007,40241,1,"q’ˤuna",two.OBL,num
80008,40241,2,-n,-TOP,-suf
80009,40242,1,esyu,sister,n2
80010,40242,2,-bi,-PL,-nsuf
80011,40242,3,-q,-POSS.ESS,-nsuf
80012,40243,1,esi,tell,v
80013,40243,2,-n,-PST.UNW,-vsuf
80014,40244,1,howlay,then,adv
80015,40244,2,-tow,-EMPH,-suf
80016,40245,1,yizi,DEM2.IPL,pron
80017,40246,1,"q’orol",widow,n2
80018,40246,2,-der,-APUD.LAT,-nsuf
80019,40247,1,"k’oƛi",run,v
80020,40247,2,-n,-PST.UNW,-vsuf
80021,40248,1,hemediw,such.a,adj
80022,40249,1,xabar,story,n3
80023,40250,1,elu,we(I).OBL,pron
80024,40250,2,-r,-LAT,-nsuf
80025,40251,1,teq,hear,v
80026,40251,2,-s,-PST.WIT,-vsuf
80027,40251,3,"-ƛin",-QUOT,-suf
80028,40252,1,esi,tell,v
80029,40252,2,-ani,-MSD,-deriv
80030,40252,3,-x,-AD.ESS,-nsuf
80031,40253,1,"yiła",DEM2.IISG.OBL,pron
80032,40253,2,-gon,-CNTR,-suf
80033,40254,1,"q’ˤano",two,num
80034,40254,2,-n,-TOP,-suf
80035,40255,1,xan,khan,n1
80036,40255,2,-s,-GEN1,-nsuf
80037,40256,1,xexbi,children,n1pl
80038,40257,1,-,-,-
80039,40258,1,"uži",son,n1
80040,40258,2,-n,-and,-suf
80041,40259,1,kid,daughter,n2
80042,40259,2,-n,-and,-suf
80043,40260,1,"k’emot’",wooden.case,n2
80044,40260,2,-a,-IN.ESS,-nsuf
80045,40261,1,"teł",inside,post
80046,40261,2,-n,-TOP,-suf
80047,40262,1,eqer,put,v
80048,40262,2,-n,-PFV.CVB,-vsuf
80049,40263,1,"iħu",river,n3
80050,40263,2,"-łxor",-CONT.VERS,-nsuf
80051,40264,1,kur,throw,v
80052,40264,2,-n,-PST.UNW,-vsuf
80053,40265,1,"łi",water,n4
80054,40265,2,-a,-ERG,-nsuf
80055,40266,1,y-,II-,pref-
80056,40266,2,"iži",carry,v
80057,40266,3,-n,-PFV.CVB,-vsuf
80058,40267,1,"k’emot’",wooden.case,n2
80059,40268,1,sida,one.OBL,num
80060,40269,1,"aɣˤu",mill,n2
80061,40269,2,-z,-GEN2,-nsuf
80062,40270,1,"łiłiro",ditch,n3
80063,40270,2,"-ł",-CONT.ESS,-nsuf
80064,40271,1,ad,before,post
80065,40271,2,-aza,-IN.VERS.DIST,-nsuf
80066,40271,3,-n,-TOP,-suf
80067,40272,1,"c’ox",hit,v
80068,40272,2,-n,-PFV.CVB,-vsuf
80069,40273,1,y-,II-,pref-
80070,40273,2,"iči",remain,v
80071,40273,3,-n,-PST.UNW,-vsuf
80072,40274,1,y-,II-,pref-
80073,40274,2,eynod,work,v
80074,40274,3,-xosi,-PRS.PRT,-vsuf
80075,40275,1,"aɣˤu",mill,n2
80076,40276,1,y-,II-,pref-
80077,40276,2,"iči",cease,v
80078,40276,3,-nosi,-ANT.CVB,-vsuf
80079,40277,1,"maħor",outside,adv
80080,40277,2,-n,-TOP,-suf
80081,40278,1,y-,II-,pref-
80082,40278,2,oq,become,v
80083,40278,3,-n,-PFV.CVB,-vsuf
80084,40279,1,habihan,miller,n1
80085,40279,2,-s,-GEN1,-nsuf
80086,40280,1,baru,wife,n2
80087,40281,1,y-,II-,pref-
80088,40281,2,ezu,look,v
80089,40281,3,-n,-PST.UNW,-vsuf
80090,40282,1,b-,I.PL-,pref-
80091,40282,2,"eɣe",young,adj
80092,40283,1,xexbi,children,n1pl
80093,40283,2,-s,-GEN1,-nsuf
80094,40284,1,guru,crying,n3
80095,40285,1,teq,hear,v
80096,40285,2,-nosi,-ANT.CVB,-vsuf
80097,40286,1,zer,shuddering,n
80098,40287,1,"rok’u",heart,n4
80099,40287,2,-n,-TOP,-suf
80100,40288,1,r-,IV-,pref-
80101,40288,2,egi,go.into,v
80102,40288,3,-n,-PFV.CVB,-vsuf
80103,40289,1,"aɣˤu",mill,n2
80104,40289,2,-a,-IN.ESS,-nsuf
80105,40290,1,"teł",inside,post
80106,40290,2,-xor,-AD.LAT,-nsuf
80107,40290,3,-n,-TOP,-suf
80108,40291,1,y-,II-,pref-
80109,40291,2,oxi,run.away,v
80110,40291,3,-n,-PFV.CVB,-vsuf
80111,40292,1,xediw,husband,n1
80112,40292,2,-q,-POSS.ESS,-nsuf
80113,40293,1,esi,tell,v
80114,40293,2,-n,-PST.UNW,-vsuf
80115,40294,1,xediw,husband,n1
80116,40294,2,-a,-ERG,-nsuf
80117,40295,1,y-,II-,pref-
80118,40295,2,is,take,v
80119,40295,3,-n,-PFV.CVB,-vsuf
80120,40296,1,"teł",inside,adv
80121,40296,2,-xor,-AD.LAT,-nsuf
80122,40297,1,y-,II-,pref-
80123,40297,2,ayr,bring,v
80124,40297,3,-n,-PST.UNW,-vsuf
80125,40298,1,"k’emot’",wooden.case,n2
80126,40299,1,y-,II-,pref-
80127,40299,2,"ˤaɣˤi",open,v
80128,40299,3,-n,-PFV.CVB,-vsuf
80129,40300,1,"tełer",to.the.inside,adv
80130,40301,1,b-,I.PL-,pref-
80131,40301,2,ezu,look,v
80132,40301,3,-nosi,-ANT.CVB,-vsuf
80133,40302,1,"marɣal",pearl,n4
