id,to_Word_id,Position,Value,Gloss,Part_of_Speech
67809,34135,4,"-ƛin",-QUOT,-suf
67810,34136,1,kid,daughter,n2
67811,34136,2,-r,-LAT,-nsuf
67812,34137,1,r-,IV-,pref-
67813,34137,2,iy,know,v
67814,34137,3,-n,-PST.UNW,-vsuf
67815,34138,1,"neła",DEM1.IISG.OBL,pron
67816,34138,2,-z,-GEN2,-nsuf
67817,34139,1,babiw,father,n1
67818,34139,2,"-ł",-CONT.ESS,-nsuf
67819,34140,1,"adäza",before,post
67820,34141,1,"t’et’r",learn,v
67821,34141,2,-x,-IPFV.CVB,-vsuf
67822,34142,1,zow,be.NPRS,v
67823,34142,2,-ru,-PST.PRT,-vsuf
67824,34142,3,-ni,-DEF,-suf
67825,34143,1,"uži",boy,n1
67826,34143,2,"-łay",-CONT.ABL,-nsuf
67827,34144,1,gulu,horse,n3
67828,34145,1,b-,III-,pref-
67829,34145,2,oq,become,v
67830,34145,3,"-rułi",-MSD,-vsuf
67831,34146,1,"q’ˤuna",two.OBL,num
67832,34146,2,-der,-APUD.LAT,-nsuf
67833,34147,1,r-,IV-,pref-
67834,34147,2,ecur,break,v
67835,34147,3,-n,-PFV.CVB,-vsuf
67836,34148,1,"c’i",fire,n4
67837,34148,2,"-daɣor",-APUD.VERS,-nsuf
67838,34149,1,"ža",DEM1.SG,pron
67839,34149,2,-n,-TOP,-suf
67840,34150,1,kur,throw,v
67841,34150,2,-n,-PFV.CVB,-vsuf
67842,34151,1,di,me,pron
67843,34151,2,-r,-LAT,-nsuf
67844,34152,1,"bˤałay",dagger,n4
67845,34153,1,r-,IV-,pref-
67846,34153,2,esu,find,v
67847,34153,3,-x,-IPFV.CVB,-vsuf
67848,34153,4,-anu,-NEG,-vsuf
67849,34153,5,"-ƛin",-QUOT,-suf
67850,34154,1,"neła",DEM1.IISG.OBL,pron
67851,34154,2,-a,-ERG,-nsuf
67852,34155,1,babiw,father,n1
67853,34155,2,-qor,-POSS.LAT,-nsuf
67854,34156,1,"qˤaƛi",shout,v
67855,34156,2,-n,-PST.UNW,-vsuf
67856,34157,1,babi,dad,n3
67857,34157,2,-a,-ERG,-nsuf
67858,34158,1,"qˤaƛi",shout,v
67859,34158,2,-n,-PST.UNW,-vsuf
67860,34159,1,"bˤałay",dagger,n4
67861,34160,1,di,me,pron
67862,34160,2,-tow,-EMPH,-suf
67863,34161,1,"k’edi",search,v
67864,34161,2,-an,-FUT.DEF,-vsuf
67865,34162,1,enda,DEM3b.SG,pron
67866,34163,1,gulu,horse,n3
67867,34164,1,b-,III-,pref-
67868,34164,2,iqir,catch,v
67869,34164,3,-a,-INF,-vsuf
67870,34165,1,horo,come.IMPR,v
67871,34166,1,mi,you,pron
67872,34166,2,"-ƛin",-QUOT,-suf
67873,34167,1,"teł",inside,adv
67874,34167,2,-xor,-AD.LAT,-nsuf
67875,34168,1,yeda,DEM2.ISG,pron
67876,34169,1,"ik’i",go,v
67877,34169,2,-run,-IMM.ANT.CVB,-vsuf
67878,34169,3,-tow,-EMPH,-suf
67879,34170,1,gulu,horse,n3
67880,34171,1,b-,III-,pref-
67881,34171,2,egir,let,v
67882,34171,3,-nan,-INT,-suf
67883,34172,1,xeci,leave,v
67884,34172,2,-n,-PFV.CVB,-vsuf
67885,34173,1,kid,girl,n2
67886,34173,2,-a,-ERG,-nsuf
67887,34174,1,xizyo,afterwards,adv
67888,34175,1,"qˤaƛi",shout,v
67889,34175,2,-n,-PST.UNW,-vsuf
67890,34176,1,babiw,father,n1
67891,34176,2,-qor,-POSS.LAT,-nsuf
67892,34177,1,gulu,horse,n3
67893,34178,1,b-,III-,pref-
67894,34178,2,oxi,run.away,v
67895,34178,3,-n,-PFV.CVB,-vsuf
67896,34179,1,b-,III-,pref-
67897,34179,2,"ik’i",go,v
67898,34179,3,-s,-PST.WIT,-vsuf
67899,34179,4,"-ƛin",-QUOT,-suf
67900,34180,1,"maħor",outside,adv
67901,34181,1,"k’oƛi",run,v
67902,34181,2,-run,-IMM.ANT.CVB,-vsuf
67903,34182,1,yisi,DEM2.ISG.OBL,pron
67904,34182,2,-r,-LAT,-nsuf
67905,34183,1,b-,III-,pref-
67906,34183,2,ukad,see,v
67907,34183,3,-n,-PFV.CVB,-vsuf
67908,34184,1,gulu,horse,n3
67909,34185,1,"t’umi",pigeon,n3
67910,34185,2,"-ƛ’or",-SUPER.LAT,-nsuf
67911,34185,3,-n,-TOP,-suf
67912,34186,1,b-,III-,pref-
67913,34186,2,uti,turn,v
67914,34186,3,-n,-PFV.CVB,-vsuf
67915,34187,1,"boržizi",fly,comp
67916,34188,1,b-,III-,pref-
67917,34188,2,oq,become,v
67918,34188,3,-n,-PFV.CVB,-vsuf
67919,34189,1,hawa,air,n4
67920,34189,2,"-ƛ’",-SUPER.ESS,-nsuf
67921,34190,1,b-,III-,pref-
67922,34190,2,oxi,run.away,v
67923,34190,3,-x,-IPFV.CVB,-vsuf
67924,34191,1,"kurzak’u",falcon,n3
67925,34191,2,"-ƛ’or",-SUPER.LAT,-nsuf
67926,34191,3,-gon,-CNTR,-suf
67927,34192,1,Oku,Oku,n1
67928,34192,2,-n,-TOP,-suf
67929,34193,1,uti,turn,v
67930,34193,2,-n,-PFV.CVB,-vsuf
67931,34194,1,"neła",DEM1.IISG.OBL,pron
67932,34194,2,"-ł",-CONT.ESS,-nsuf
67933,34195,1,xizay,from.behind,post
67934,34196,1,"k’oƛi",run,v
67935,34196,2,-n,-PST.UNW,-vsuf
67936,34197,1,"q’ˤim",oneself,n4
67937,34197,2,-z,-GEN2,-nsuf
67938,34198,1,"ʕaƛ",village,n3
67939,34198,2,-ar,-IN.LAT,-nsuf
67940,34199,1,"ža",DEM1.SG,pron
67941,34200,1,"t’umi",pigeon,n3
67942,34201,1,b-,III-,pref-
67943,34201,2,ay,come,v
67944,34201,3,-nosi,-ANT.CVB,-vsuf
67945,34202,1,aki,window,n4
67946,34202,2,-a,-IN.ESS,-nsuf
67947,34203,1,"q’ˤida",under,post
67948,34204,1,y-,II-,pref-
67949,34204,2,"iči",sit,v
67950,34204,3,-ru,-PST.PRT,-vsuf
67951,34205,1,sida,one.OBL,num
67952,34206,1,kid,girl,n2
67953,34206,2,-z,-GEN2,-nsuf
67954,34207,1,"kʷay",hand,n
67955,34207,2,-a,-IN.ESS,-nsuf
67956,34208,1,heq,sit.down,v
67957,34208,2,-n,-PST.UNW,-vsuf
67958,34209,1,"ʕoloqan",young,adj
67959,34210,1,"uži",boy,n1
67960,34210,2,"-ƛ’or",-SUPER.LAT,-nsuf
67961,34210,3,-gon,-CNTR,-suf
67962,34211,1,uti,turn,v
67963,34211,2,-n,-PFV.CVB,-vsuf
67964,34212,1,"ƛ’iri",above,adv
67965,34212,2,-r,-LAT,-nsuf
67966,34213,1,Oku,Oku,n1
67967,34213,2,-n,-TOP,-suf
67968,34214,1,ay,come,v
67969,34214,2,-n,-PST.UNW,-vsuf
67970,34215,1,nesi,DEM1.ISG.OBL,pron
67971,34215,2,-a,-ERG,-nsuf
67972,34216,1,kid,girl,n2
67973,34216,2,-qor,-POSS.LAT,-nsuf
67974,34217,1,"eƛi",say,v
67975,34217,2,-n,-PST.UNW,-vsuf
67976,34218,1,yedu,DEM2.IISG,pron
67977,34219,1,"t’umi",pigeon,n3
67978,34220,1,di,me,pron
67979,34220,2,-s,-GEN1,-nsuf
67980,34221,1,"yoł",be,v
67981,34222,1,xizor,back,adv
67982,34223,1,di,me,pron
67983,34223,2,-s,-GEN1,-nsuf
67984,34224,1,di,me,pron
67985,34224,2,-qor,-POSS.LAT,-nsuf
67986,34225,1,"neƛ",give,v
67987,34225,2,"-ƛin",-QUOT,-suf
67988,34226,1,kid,girl,n2
67989,34226,2,-a,-ERG,-nsuf
67990,34227,1,"eƛi",say,v
67991,34227,2,-n,-PST.UNW,-vsuf
67992,34228,1,nay,from.where,adv
67993,34229,1,yedu,DEM2.IISG,pron
67994,34230,1,mi,you,pron
67995,34230,2,-s,-GEN1,-nsuf
67996,34231,1,b-,III-,pref-
67997,34231,2,"iči",be,v
67998,34231,3,-a,-INF,-vsuf
67999,34232,1,b-,III-,pref-
68000,34232,2,ay,must,v
68001,34232,3,-x,-IPFV.CVB,-vsuf
68002,34233,1,di,me,pron
68003,34233,2,-z,-GEN2,-nsuf
68004,34234,1,"kʷay",hand,n
68005,34234,2,-a,-IN.ESS,-nsuf
68006,34235,1,heq,sit.down,v
68007,34235,2,-asi,-RES.PRT,-vsuf
68008,34236,1,b-,III-,pref-
68009,34236,2,ukad,see,v
68010,34236,3,-x,-IPFV.CVB,-vsuf
68011,34236,4,-a,-Q,-suf
68012,34237,1,xizyo,afterwards,adv
68013,34238,1,"t’umi",pigeon,n3
68014,34239,1,maqi,barley,n3
68015,34239,2,-z,-GEN2,-nsuf
68016,34240,1,muhu,granule,n3
68017,34240,2,-bi,-PL,-nsuf
68018,34240,3,"-ƛ’or",-SUPER.LAT,-nsuf
68019,34241,1,b-,III-,pref-
68020,34241,2,uti,turn,v
68021,34241,3,-n,-PFV.CVB,-vsuf
68022,34242,1,"onoču",hen,n3
68023,34242,2,"-ƛ’or",-SUPER.LAT,-nsuf
68024,34242,3,-gon,-CNTR,-suf
68025,34243,1,Oku,Oku,n1
68026,34243,2,-n,-TOP,-suf
68027,34244,1,uti,turn,v
68028,34244,2,-n,-PST.UNW,-vsuf
68029,34245,1,"ƛ’iri",above,adv
68030,34246,1,b-,III-,pref-
68031,34246,2,"iči",be,v
68032,34246,3,-n,-PFV.CVB,-vsuf
68033,34247,1,"onoču",hen,n3
68034,34247,2,-a,-ERG,-nsuf
68035,34248,1,muhu,granule,n3
68036,34248,2,-bi,-PL,-nsuf
68037,34248,3,-n,-TOP,-suf
68038,34249,1,r-,III.PL-,pref-
68039,34249,2,"ut’i",collect,v
68040,34249,3,-n,-PFV.CVB,-vsuf
68041,34250,1,siskin,any,pron
68042,34251,1,"t’ok’ow",anymore,adv
68043,34252,1,muhu,granule,n3
68044,34253,1,xeci,leave,v
68045,34253,2,"-č’u",-NEG.PST.WIT,-vsuf
68046,34253,3,"-ƛin",-QUOT,-suf
68047,34254,1,"rok’u",heart,n4
68048,34255,1,"č’odi",get.tight,v
68049,34255,2,-nosi,-ANT.CVB,-vsuf
68050,34256,1,"onoču",hen,n3
68051,34257,1,aki,window,n4
68052,34257,2,-aza,-IN.VERS.DIST,-nsuf
68053,34258,1,"maħor",outside,adv
68054,34258,2,-n,-TOP,-suf
68055,34259,1,"k’oƛi",jump,v
68056,34259,2,-n,-PFV.CVB,-vsuf
68057,34260,1,"boržizi",fly,comp
68058,34260,2,-n,-TOP,-suf
68059,34261,1,b-,III-,pref-
68060,34261,2,oq,become,v
68061,34261,3,-n,-PFV.CVB,-vsuf
68062,34262,1,b-,III-,pref-
68063,34262,2,"ik’i",go,v
68064,34262,3,-n,-PST.UNW,-vsuf
68065,34263,1,kid,girl,n2
68066,34263,2,-z,-GEN2,-nsuf
68067,34264,1,ged,shirt,n2
68068,34264,2,-q,-POSS.ESS,-nsuf
68069,34265,1,"łeɣi",grasp,v
68070,34265,2,-n,-PFV.CVB,-vsuf
68071,34266,1,"ƛexu",remain,v
68072,34266,2,-n,-PFV.CVB,-vsuf
68073,34267,1,zow,be.NPRS,v
68074,34267,2,-ru,-PST.PRT,-vsuf
68075,34267,3,-ni,-DEF,-suf
68076,34268,1,sis,one,num
68077,34268,2,-tow,-EMPH,-suf
68078,34269,1,sis,one,num
68079,34270,1,muhu,granule,n3
68080,34271,1,"uži",boy,n1
68081,34271,2,"-ƛ’or",-SUPER.LAT,-nsuf
68082,34272,1,b-,III-,pref-
68083,34272,2,uti,turn,v
68084,34272,3,-n,-PST.UNW,-vsuf
68085,34273,1,"uži",boy,n1
68086,34273,2,-n,-and,-suf
68087,34274,1,kid,girl,n2
68088,34274,2,-n,-and,-suf
68089,34274,3,-gon,-CNTR,-suf
68090,34275,1,sida,one.OBL,num
68091,34276,1,sida,one.OBL,num
68092,34276,2,"-ƛ’or",-SUPER.LAT,-nsuf
68093,34277,1,b-,I.PL-,pref-
68094,34277,2,ezu,look,v
68095,34277,3,-n,-PFV.CVB,-vsuf
68096,34278,1,"ƛexu",remain,v
68097,34278,2,-n,-PFV.CVB,-vsuf
68098,34279,1,"žedu",DEM1.IPL.OBL,pron
68099,34279,2,-r,-LAT,-nsuf
68100,34280,1,"žedu",DEM1.IPL,pron
68101,34281,1,b-,III-,pref-
68102,34281,2,eti,love,v
68103,34281,3,-n,-PST.UNW,-vsuf
68104,34282,1,"ža",DEM1.SG,pron
68105,34282,2,-n,-TOP,-suf
68106,34283,1,sadaq,together,adv
68107,34284,1,y-,II-,pref-
68108,34284,2,"iži",lead,v
68109,34284,3,-n,-PFV.CVB,-vsuf
68110,34285,1,"uži",boy,n1
68111,34286,1,babiw,father,n1
68112,34286,2,-z,-GEN2,-nsuf
68113,34287,1,"ʕaƛ",village,n3
68114,34287,2,"-aɣor",-IN.VERS,-nsuf
68115,34288,1,"ik’i",go,v
68116,34288,2,-n,-PST.UNW,-vsuf
68117,34289,1,ozuri,eye,n4
68118,34289,2,-bi,-PL,-nsuf
68119,34289,3,"-łay",-CONT.ABL,-nsuf
68120,34290,1,"č’ura",light,n4
68121,34290,2,-n,-TOP,-suf
68122,34291,1,r-,IV-,pref-
68123,34291,2,is,take,v
68124,34291,3,-n,-PFV.CVB,-vsuf
68125,34292,1,esu,find,v
68126,34292,2,-n,-PFV.CVB,-vsuf
68127,34293,1,yisi,DEM2.ISG.OBL,pron
68128,34293,2,-r,-LAT,-nsuf
68129,34294,1,babiw,father,n1
68130,34295,1,"šebi",what,pron
68131,34296,1,mi,you,pron
68132,34296,2,-r,-LAT,-nsuf
68133,34297,1,r-,IV-,pref-
68134,34297,2,oq,happen,v
68135,34297,3,-a,-PST.WIT.INT,-vsuf
68136,34297,4,"-ƛin",-QUOT,-suf
68137,34298,1,yisi,DEM2.ISG.OBL,pron
68138,34298,2,-a,-ERG,-nsuf
68139,34299,1,esir,ask,v
68140,34299,2,-nosi,-ANT.CVB,-vsuf
68141,34300,1,nesi,DEM1.ISG.OBL,pron
68142,34300,2,-a,-ERG,-nsuf
68143,34301,1,esi,tell,v
68144,34301,2,-n,-PST.UNW,-vsuf
68145,34302,1,"ʕažaibaw",amazing,adj
68146,34303,1,"maxšel",skill,n3
68147,34304,1,hunar,talent,n3
68148,34305,1,"yoł",be,v
68149,34305,2,-asi,-RES.PRT,-vsuf
68150,34306,1,"uži",son,n1
68151,34307,1,zow,be.NPRS,v
68152,34307,2,-s,-PST.WIT,-vsuf
68153,34308,1,di,me,pron
68154,34308,2,-s,-GEN1,-nsuf
68155,34309,1,sida,one.OBL,num
68156,34310,1,qu,day,n4
68157,34310,2,"-ł",-CONT.ESS,-nsuf
68158,34311,1,"ža",DEM1.SG,pron
68159,34312,1,gulu,horse,n3
68160,34312,2,"-ƛ’or",-SUPER.LAT,-nsuf
68161,34312,3,-n,-TOP,-suf
68162,34313,1,uti,turn,v
68163,34313,2,-n,-PFV.CVB,-vsuf
68164,34314,1,"ža",DEM1.SG,pron
68165,34315,1,di,me,pron
68166,34316,1,bazar,bazar,n4
68167,34316,2,-ar,-IN.LAT,-nsuf
68168,34316,3,-n,-TOP,-suf
68169,34317,1,b-,III-,pref-
68170,34317,2,"iži",lead,v
68171,34317,3,-n,-PFV.CVB,-vsuf
68172,34318,1,"teƛ",sell,v
68173,34318,2,-s,-PST.WIT,-vsuf
68174,34319,1,"uži",son,n1
68175,34319,2,-a,-ERG,-nsuf
68176,34320,1,"eƛi",say,v
68177,34320,2,-asi,-RES.PRT,-vsuf
68178,34321,1,zow,be.NPRS,v
68179,34321,2,-s,-PST.WIT,-vsuf
68180,34322,1,"moƛ’oqˤoy",bridle,n4
68181,34323,1,sadaq,together,adv
68182,34324,1,"teƛ",sell,v
68183,34324,2,-n,-PST.UNW,-vsuf
68184,34324,3,"-ƛin",-QUOT,-suf
68185,34325,1,sis,one,num
68186,34326,1,"žek’u",man,n1
68187,34326,2,-n,-TOP,-suf
68188,34327,1,ay,come,v
68189,34327,2,-n,-PFV.CVB,-vsuf
68190,34328,1,howlo,there,adv
68191,34328,2,-r,-LAT,-nsuf
68192,34329,1,hemece,such,adv
68193,34329,2,-tow,-EMPH,-suf
68194,34330,1,"ƛ’iri",above,adv
68195,34331,1,uti,turn,v
68196,34331,2,"-zaƛ’",-CSL.CVB,-vsuf
68197,34332,1,"moƛ’oqˤoy",bridle,n4
68198,34332,2,-n,-TOP,-suf
68199,34333,1,sadaq,together,adv
68200,34334,1,di,me,pron
68201,34334,2,-q,-POSS.ESS,-nsuf
68202,34335,1,"teƛ",sell,v
68203,34335,2,-n,-PFV.CVB,-vsuf
68204,34336,1,r-,IV-,pref-
68205,34336,2,"ok’eł",lose,v
68206,34336,3,-s,-PST.WIT,-vsuf
68207,34337,1,"hemeł",DEM4.IISG.OBL,pron
68208,34337,2,"-ƛ’ay",-SUPER.ABL,-nsuf
68209,34338,1,soder,after,post
68210,34339,1,di,me,pron
68211,34339,2,-s,-GEN1,-nsuf
68212,34340,1,"uži",son,n1
68213,34340,2,-n,-TOP,-suf
68214,34341,1,na,where,pron
68215,34342,1,"eƛi",say,v
68216,34342,2,-a,-INF,-vsuf
68217,34342,3,-kin,-even,-suf
68218,34343,1,iy,know,v
68219,34343,2,"-č’u",-NEG.PST.WIT,-vsuf
68220,34344,1,nesi,DEM1.ISG.OBL,pron
68221,34344,2,"-ł",-CONT.ESS,-nsuf
68222,34345,1,xizay,behind,post
68223,34346,1,"ʕiyad",cry,v
68224,34346,2,-n,-PFV.CVB,-vsuf
68225,34347,1,di,me,pron
68226,34347,2,-z,-GEN2,-nsuf
68227,34347,3,-n,-TOP,-suf
68228,34348,1,ozuri,eye,n4
68229,34348,2,-bi,-PL,-nsuf
68230,34348,3,"-łay",-CONT.ABL,-nsuf
68231,34349,1,"kanłi",light,n3
68232,34350,1,b-,III-,pref-
68233,34350,2,is,take,v
68234,34350,3,-s,-PST.WIT,-vsuf
68235,34351,1,uy,indeed,adv
68236,34351,2,-n,-TOP,-suf
68237,34352,1,"ečrił",get.old,v
68238,34352,2,-s,-PST.WIT,-vsuf
68239,34352,3,"-ƛin",-QUOT,-suf
68240,34353,1,babi,dad,n3
68241,34353,2,-a,-ERG,-nsuf
68242,34354,1,zigara,complaint,n3
68243,34355,1,b-,III-,pref-
68244,34355,2,"oɣ",take.away,v
68245,34355,3,-n,-PST.UNW,-vsuf
68246,34356,1,hi,take.IMP,interj
68247,34357,1,enda,DEM3b.SG,pron
68248,34358,1,"ħiƛ’oqu",handkerchief,n4
68249,34359,1,mi,you,pron
68250,34359,2,-z,-GEN2,-nsuf
68251,34360,1,mi,you,pron
68252,34361,1,ozuri,eye,n4
68253,34361,2,-bi,-PL,-nsuf
68254,34361,3,-q,-POSS.ESS,-nsuf
68255,34362,1,r-,IV-,pref-
68256,34362,2,"iħi",smear,v
68257,34362,3,-o,-IMPR,-vsuf
68258,34362,4,"-ƛin",-QUOT,-suf
68259,34363,1,"uži",boy,n1
68260,34363,2,-a,-ERG,-nsuf
68261,34364,1,babiw,father,n1
68262,34364,2,-qor,-POSS.LAT,-nsuf
68263,34365,1,"teƛ",give,v
68264,34365,2,-n,-PST.UNW,-vsuf
68265,34366,1,"hemeł",DEM4.IISG.OBL,pron
68266,34366,2,"-ƛ’",-SUPER.ESS,-nsuf
68267,34367,1,xizyo,after,post
68268,34368,1,babiw,father,n1
68269,34368,2,-z,-GEN2,-nsuf
68270,34369,1,ozuri,eye,n4
68271,34369,2,-bi,-PL,-nsuf
68272,34369,3,"-łer",-CONT.LAT,-nsuf
68273,34370,1,"č’ura",light,n4
68274,34370,2,-n,-TOP,-suf
68275,34371,1,r-,IV-,pref-
68276,34371,2,ay,come,v
68277,34371,3,-n,-PFV.CVB,-vsuf
68278,34372,1,"ža",DEM1.SG,pron
68279,34373,1,nesi,DEM1.ISG.OBL,pron
68280,34373,2,-s,-GEN1,-nsuf
68281,34374,1,"uži",son,n1
68282,34375,1,"yoł",be,v
68283,34375,2,-ru,-PST.PRT,-vsuf
68284,34375,3,"-łi",-NMLZ,-deriv
68285,34375,4,-n,-and,-suf
68286,34376,1,iy,know,v
68287,34376,2,-n,-PST.UNW,-vsuf
68288,34377,1,nesi,DEM1.ISG.OBL,pron
68289,34377,2,-de,-APUD.ESS,-nsuf
68290,34378,1,sadaq,together,adv
68291,34379,1,y-,II-,pref-
68292,34379,2,ay,come,v
68293,34379,3,-ru,-PST.PRT,-vsuf
68294,34379,4,-ni,-DEF,-suf
68295,34380,1,kid,girl,n2
68296,34380,2,-n,-TOP,-suf
68297,34381,1,"uži",boy,n1
68298,34381,2,-x,-AD.ESS,-nsuf
68299,34382,1,y-,II-,pref-
68300,34382,2,ow,marry,v
68301,34382,3,-n,-PFV.CVB,-vsuf
68302,34383,1,"anƛ’i",week,n4
68303,34383,2,-a,-IN.ESS,-nsuf
68304,34384,1,"xalq’i",people,n3
68305,34384,2,-n,-TOP,-suf
68306,34385,1,"ħaƛu-iš",eat.and.drink,v
68307,34385,2,-r,-CAUS,-vsuf
68308,34385,3,-n,-PFV.CVB,-vsuf
68309,34386,1,b-,III-,pref-
68310,34386,2,"eže",big,adj
68311,34387,1,berten,marriage,n3
68312,34387,2,-n,-TOP,-suf
68313,34388,1,b-,III-,pref-
68314,34388,2,odi,do,v
68315,34388,3,-n,-PST.UNW,-vsuf
68316,34389,1,"howži",now,adv
68317,34389,2,-n,-TOP,-suf
68318,34390,1,"yoł",be,v
68319,34390,2,"-ƛax",-QUOT,-suf
68320,34391,1,"žedu",DEM1.IPL,pron
68321,34392,1,"łina",what.OBL,pron
68322,34392,2,-s,-GEN1,-nsuf
68323,34392,3,-n,-TOP,-suf
68324,34392,4,-kin,-even,-suf
68325,34393,1,"ħažałi",need,n4
68326,34394,1,anu,be.NEG,v
68327,34394,2,-si,-ATTR,-suf
68328,34395,1,paraxat,calm,n3
68329,34396,1,babiw,father,n1
68330,34396,2,-de,-APUD.ESS,-nsuf
68331,34397,1,sadaq,together,adv
68332,34398,1,"ʕumru",life,n3
68333,34399,1,b-,I.PL-,pref-
68334,34399,2,odi,do,v
68335,34399,3,-x,-PRS,-vsuf
68336,34400,1,"k’uruč’",Kuruch,n
68337,34401,1,"k’eč’",pearl,n4
68338,34402,1,"ɣudi",day,n4
68339,34403,1,r-,IV-,pref-
68340,34403,2,ocu,become.clean,v
68341,34404,1,buq,sun,n3
68342,34405,1,b-,III-,pref-
68343,34405,2,ay,come,v
68344,34406,1,zow,be.NPRS,v
68345,34406,2,-n,-PST.UNW,-vsuf
68346,34406,3,"-ƛax",-QUOT,-suf
68347,34407,1,sida,one.OBL,num
68348,34408,1,"ʕaƛ",village,n3
68349,34408,2,-a,-IN.ESS,-nsuf
68350,34409,1,b-,I.PL-,pref-
68351,34409,2,"iči",live,v
68352,34409,3,-x,-IPFV.CVB,-vsuf
68353,34410,1,babiw,father,n1
68354,34410,2,-n,-and,-suf
68355,34411,1,nesi,DEM1.ISG.OBL,pron
68356,34411,2,-s,-GEN1,-nsuf
68357,34411,3,-gon,-CNTR,-suf
68358,34412,1,"łˤono",three,num
68359,34413,1,"uži",son,n1
68360,34413,2,-n,-and,-suf
68361,34414,1,exu,die,v
68362,34414,2,-a,-INF,-vsuf
68363,34415,1,"adäza",before,post
68364,34416,1,babi,dad,n3
68365,34416,2,-a,-ERG,-nsuf
68366,34417,1,"uži",son,n1
68367,34417,2,-bi,-PL,-nsuf
68368,34417,3,-qor,-POSS.LAT,-nsuf
68369,34418,1,wasi,testament,n3
68370,34419,1,b-,III-,pref-
68371,34419,2,odi,do,v
68372,34419,3,-n,-PST.UNW,-vsuf
68373,34420,1,were,well,interj
68374,34421,1,di,me,pron
68375,34421,2,-s,-GEN1,-nsuf
68376,34422,1,xexbi,children,n1pl
68377,34423,1,di,me,pron
68378,34424,1,exu,die,v
68379,34424,2,-nosi,-ANT.CVB,-vsuf
68380,34425,1,"šibaw",every,pron
68381,34426,1,ruzman,Friday,adj
68382,34427,1,"ɣudi",day,n4
68383,34427,2,"-ƛ’",-SUPER.ESS,-nsuf
68384,34428,1,di,me,pron
68385,34428,2,-z,-GEN2,-nsuf
68386,34429,1,"šuda",graveyard,n4
68387,34429,2,"-ƛ’or",-SUPER.LAT,-nsuf
68388,34429,3,-n,-TOP,-suf
68389,34430,1,nex,come,v
68390,34430,2,-n,-PFV.CVB,-vsuf
68391,34431,1,"mežu",you(I).PL.OBL,pron
68392,34431,2,-a,-ERG,-nsuf
68393,34432,1,"q’ulhu",funeral.prayer,n3
68394,34432,2,"-t’a",-DISTR,-suf
68395,34433,1,"t’et’r",read,v
68396,34433,2,-o,-IMPR,-vsuf
68397,34433,3,"-ƛin",-QUOT,-suf
68398,34434,1,"nełƛ’osi",of.that.time,adj
68399,34435,1,b-,III-,pref-
68400,34435,2,"aq’ˤu",much,adj
68401,34436,1,zaman,time,n3
68402,34437,1,b-,III-,pref-
68403,34437,2,"ik’i",go,v
68404,34437,3,"-zaƛ’or",-POST.CVB,-vsuf
68405,34437,4,-tow,-EMPH,-suf
68406,34438,1,"žedu",DEM1.IPL.OBL,pron
68407,34438,2,-s,-GEN1,-nsuf
68408,34439,1,babiw,father,n1
68409,34440,1,exu,die,v
68410,34440,2,-n,-PST.UNW,-vsuf
68411,34441,1,b-,I.PL-,pref-
68412,34441,2,"eže",old,adj
68413,34441,3,"-t’a",-DISTR,-suf
68414,34441,4,-ni,-DEF,-suf
68415,34442,1,esyu,brother,n1
68416,34442,2,-bi,-PL,-nsuf
68417,34443,1,babiw,father,n1
68418,34443,2,-z,-GEN2,-nsuf
68419,34444,1,"šuda",graveyard,n4
68420,34444,2,"-ƛ’or",-SUPER.LAT,-nsuf
68421,34445,1,b-,I.PL-,pref-
68422,34445,2,"aħnad",walk.around,v
68423,34445,3,-n,-PFV.CVB,-vsuf
68424,34445,4,-anu,-NEG,-vsuf
68425,34445,5,"-ƛax",-QUOT,-suf
68426,34446,1,"eɣe",young,adj
68427,34446,2,-ni,-DEF,-suf
68428,34447,1,esiw,brother,n1
68429,34448,1,"yołi",however,adv
68430,34449,1,"šibaw",every,pron
68431,34450,1,ruzman,Friday,adj
68432,34451,1,"ɣudi",day,n4
68433,34451,2,"-ƛ’",-SUPER.ESS,-nsuf
68434,34451,3,"-t’a",-DISTR,-suf
68435,34452,1,babiw,father,n1
68436,34452,2,-z,-GEN2,-nsuf
68437,34453,1,"šuda",graveyard,n4
68438,34453,2,"-ƛ’or",-SUPER.LAT,-nsuf
68439,34454,1,"ik’i",go,v
68440,34454,2,-x,-IPFV.CVB,-vsuf
68441,34455,1,zow,be.NPRS,v
68442,34455,2,-n,-PST.UNW,-vsuf
68443,34456,1,sida,one.OBL,num
68444,34457,1,qu,day,n4
68445,34457,2,"-ł",-CONT.ESS,-nsuf
68446,34458,1,yisi,DEM2.ISG.OBL,pron
68447,34458,2,-r,-LAT,-nsuf
68448,34459,1,"šuda",graveyard,n4
68449,34459,2,"-ƛ’or",-SUPER.LAT,-nsuf
68450,34460,1,gulu,horse,n3
68451,34460,2,-n,-TOP,-suf
68452,34461,1,b-,III-,pref-
68453,34461,2,ay,come,v
68454,34461,3,-asi,-RES.PRT,-vsuf
68455,34462,1,b-,III-,pref-
68456,34462,2,esu,find,v
68457,34462,3,-n,-PFV.CVB,-vsuf
68458,34463,1,"ža",DEM1.SG,pron
68459,34464,1,ele,there,adv
68460,34464,2,-ay,-IN.ABL,-nsuf
68461,34465,1,xizor,back,adv
68462,34466,1,b-,III-,pref-
68463,34466,2,oxir,chase,v
68464,34466,3,-a,-INF,-vsuf
